REF_AREA_NAME;INDICATOR_NAME;UNIT_MEASURE_NAME;TIME_PERIOD;OBS_VALUE
Tajikistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Tanzania;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Thailand;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;1.2
Timor-Leste;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Togo;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Tonga;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Trinidad and Tobago;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Tunisia;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;16.4
Turkiye;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;9.388
Turkmenistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Tuvalu;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Uganda;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Ukraine;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;19.072
United Arab Emirates;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
United Kingdom;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;4.025
United States;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;3.625
Uruguay;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;8.325
Uzbekistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;8.351
Vanuatu;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Venezuela, RB;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Viet Nam;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;2.01
West Bank and Gaza;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;28.65
Yemen, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Zambia;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Zimbabwe;Unemployment rate, Percent of total labor force;Percentage of labor force;2023;
Afghanistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Albania;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;11.1
Algeria;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Andorra;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;2.1
Angola;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Antigua and Barbuda;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Argentina;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;6.825
Armenia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;13.0
Aruba;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;6.6
Australia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;3.697
Austria;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;4.767
Azerbaijan;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.646
Bahamas, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;10.814
Bahrain;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;7.7
Bangladesh;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Barbados;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;8.467
Belarus;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;3.58
Belgium;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.558
Belize;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;6.071
Benin;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Bhutan;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.9
Bolivia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;4.74
Bosnia and Herzegovina;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;15.386
Botswana;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Brazil;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;9.25
Brunei Darussalam;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.91
Bulgaria;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;4.206
Burkina Faso;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Burundi;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Cabo Verde;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;8.5
Cambodia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Cameroon;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Canada;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.267
Central African Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Chad;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Chile;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;7.878
China;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.5
Colombia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;11.208
Comoros;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Congo, Dem. Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Congo, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Costa Rica;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;11.669
Cote d'Ivoire;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Croatia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;6.783
Cyprus;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;6.775
Czechia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;2.166
Denmark;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;4.475
Djibouti;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Dominica;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Dominican Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.293
Ecuador;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;3.19
Egypt, Arab Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;7.323
El Salvador;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.0
Equatorial Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Eritrea;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Estonia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.571
Eswatini;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Ethiopia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Fiji;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;6.5
Finland;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;6.767
France;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;7.308
Gabon;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Gambia, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Georgia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;17.3
Germany;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;3.067
Ghana;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Greece;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;12.425
Grenada;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Guatemala;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Guinea-Bissau;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Guyana;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Haiti;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Honduras;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;8.9
Hong Kong SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;4.319
Hungary;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;3.6
Iceland;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;3.75
India;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Indonesia;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;5.86
Iran, Islamic Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;9.0
Iraq;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Ireland;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;4.45
Israel;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;3.758
Italy;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;8.117
Jamaica;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;6.267
Japan;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;2.592
Jordan;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;22.85
Kazakhstan;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;4.875
Kenya;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
Kiribati;Unemployment rate, Percent of total labor force;Percentage of labor force;2022;
